element,total_points,avg_points,std_points,total_minutes,games_played,start_price,end_price,position,team,name
637,0,0.0,0.0,0,36,4.0,3.9,DEF,Wolves,Bastien Meupiyou
638,0,0.0,0.0,0,36,4.5,4.5,MID,Arsenal,Salah-Eddine Oulad M'hand
639,0,0.0,0.0,0,36,4.5,4.5,GK,Arsenal,Tommy Setford
640,0,0.0,0.0,0,36,4.0,4.0,DEF,Aston Villa,Sil Swinkels
641,0,0.0,0.0,0,36,4.0,4.0,GK,Aston Villa,Oliwier Zych
642,61,1.69,0.82,2472,36,5.0,5.0,MID,Wolves,André Trindade da Costa Neto
643,1,0.03,0.17,1,36,4.0,4.0,DEF,West Ham,Kaelan Casey
644,0,0.0,0.0,0,36,4.5,4.4,MID,Crystal Palace,Franco Umeh-Chibueze
645,34,0.94,1.43,494,36,4.5,4.5,MID,Crystal Palace,Justin Devenny
646,2,0.06,0.23,4,36,4.5,4.5,MID,Crystal Palace,Asher Agbinone
647,0,0.0,0.0,0,36,4.5,4.5,MID,Crystal Palace,Kaden Rodney
648,0,0.0,0.0,0,36,4.5,4.5,FWD,Man Utd,Ethan Wheatley
649,1,0.03,0.17,4,35,4.0,4.0,DEF,Brentford,Jayden Meghoma
650,114,3.26,2.95,3116,35,4.5,4.5,DEF,Crystal Palace,Maxence Lacroix
651,39,1.11,1.47,1257,35,5.0,5.0,MID,Everton,Orel Mangala
652,49,1.4,1.63,1777,35,5.0,4.9,MID,Man Utd,Manuel Ugarte
653,36,1.03,1.85,891,35,4.5,4.5,DEF,Nott'm Forest,Felipe Rodrigues da Silva
654,47,1.34,1.68,1394,35,5.0,5.0,MID,West Ham,Carlos Soler
655,9,0.26,0.44,236,35,5.5,5.4,MID,Wolves,Carlos Roberto Forbs Borges
656,0,0.0,0.0,0,35,4.5,4.4,MID,Aston Villa,Kadan Young
657,0,0.0,0.0,0,35,4.0,4.0,DEF,Arsenal,Maldini Kacurri
658,10,0.29,1.36,169,35,4.0,4.0,DEF,Arsenal,Ayden Heaven
659,0,0.0,0.0,0,35,4.5,4.5,MID,Arsenal,Ismeal Kabia
660,1,0.03,0.17,11,34,4.0,4.0,GK,Liverpool,Vítezslav Jaros
661,0,0.0,0.0,0,34,4.5,4.5,MID,Brentford,Tony Yogane
662,0,0.0,0.0,0,33,4.0,4.0,DEF,Arsenal,Josh Nichols
663,0,0.0,0.0,0,33,4.0,4.0,DEF,Brighton,Imari Samuels
664,1,0.03,0.17,1,33,4.0,3.9,DEF,Wolves,Alfie Pond
665,1,0.03,0.18,6,32,4.5,4.5,FWD,Arsenal,Nathan Butler-Oyedeji
666,2,0.06,0.25,11,32,4.0,4.0,DEF,Crystal Palace,Caleb Kporha
667,0,0.0,0.0,0,31,4.5,4.5,MID,Man Utd,Jack Fletcher
668,0,0.0,0.0,0,30,4.0,3.9,GK,Brighton,Killian Cahill
669,0,0.0,0.0,0,30,4.0,4.0,GK,Liverpool,Harvey Davies
670,4,0.13,0.43,345,30,4.0,4.0,DEF,Man Utd,Harry Amass
671,0,0.0,0.0,0,29,4.5,4.5,MID,Man City,Jacob Wright
672,1,0.03,0.19,95,29,4.0,4.0,DEF,Man City,Jahmai Simpson-Pusey
673,0,0.0,0.0,0,29,4.5,4.5,MID,Man Utd,Jayce Fitzgerald
674,8,0.28,0.45,112,29,4.5,4.5,MID,Brentford,Paris Maghoma
675,0,0.0,0.0,0,28,4.0,4.0,DEF,Man City,Josh Wilson-Esbrand
676,0,0.0,0.0,0,28,4.5,4.5,FWD,Crystal Palace,Zach Marsh
677,29,1.04,1.69,659,28,4.0,4.0,DEF,West Ham,Ollie Scarles
678,0,0.0,0.0,0,28,4.5,4.5,MID,Everton,Callum Bates
679,0,0.0,0.0,0,27,4.5,4.5,MID,Aston Villa,Ben Broggio
680,0,0.0,0.0,0,27,4.0,4.0,DEF,Bournemouth,Max Kinsey
681,0,0.0,0.0,0,27,4.0,4.0,DEF,Brighton,Ruairi McConville
682,0,0.0,0.0,0,27,4.5,4.5,MID,Wolves,Tom Edozie
683,0,0.0,0.0,0,27,4.5,4.5,MID,Spurs,Callum Olusesi
684,0,0.0,0.0,0,27,4.0,4.0,DEF,Spurs,Malachi Hardy
685,0,0.0,0.0,0,26,4.0,4.0,DEF,Brighton,Jacob Slater
686,0,0.0,0.0,0,26,4.0,4.0,DEF,West Ham,Ezra Mayers
687,4,0.15,0.37,22,26,4.5,4.5,MID,Bournemouth,Ben Winterburn
688,0,0.0,0.0,0,26,4.5,4.5,MID,Liverpool,Treymaurice Nyoni
689,0,0.0,0.0,0,26,4.5,4.5,MID,Spurs,Luca Williams-Barnett
690,0,0.0,0.0,0,26,4.0,4.0,DEF,Fulham,Samuel Amissah
691,0,0.0,0.0,0,25,4.0,4.0,DEF,Man Utd,Godwill Kukonki
692,0,0.0,0.0,0,25,4.0,4.0,DEF,Liverpool,Amara Nallo
693,0,0.0,0.0,0,25,4.5,4.5,MID,Southampton,Joseph O'Brien-Whitmarsh
694,0,0.0,0.0,0,23,4.5,4.5,MID,Leicester,Henry Cartwright
695,0,0.0,0.0,0,23,4.5,4.5,MID,Chelsea,Samuel Rak-Sakyi
696,17,0.74,1.54,177,23,4.5,4.5,MID,Chelsea,Tyrique George
697,4,0.17,0.49,168,23,4.0,4.0,DEF,Chelsea,Josh Acheampong
698,1,0.04,0.21,27,23,4.5,4.5,FWD,Man City,Divin Mubama
699,1,0.04,0.21,13,23,4.0,4.0,DEF,Spurs,Alfie Dorrington
700,0,0.0,0.0,0,23,4.0,4.0,DEF,Spurs,Maeson King
701,2,0.09,0.29,47,23,4.5,4.5,MID,West Ham,Lewis Orford
702,0,0.0,0.0,0,21,4.0,4.0,DEF,Bournemouth,Archie Harris
703,0,0.0,0.0,0,21,4.0,4.0,DEF,Man City,Max Alleyne
704,0,0.0,0.0,0,21,4.0,4.0,GK,Man City,Spike Brits
705,0,0.0,0.0,0,21,4.0,4.0,DEF,Brentford,Benjamin Arthur
706,0,0.0,0.0,0,20,4.0,4.0,DEF,Nott'm Forest,Zach Abbott
707,1,0.05,0.22,1,20,4.5,4.5,FWD,Bournemouth,Remy Rees-Dottin
708,0,0.0,0.0,0,20,4.0,4.0,DEF,Leicester,Thomas Wilson-Brown
709,1,0.05,0.22,10,21,4.5,4.5,FWD,Liverpool,Jayden Danns
710,0,0.0,0.0,0,19,4.5,4.5,MID,Aston Villa,Jamaldeen Jimoh
711,0,0.0,0.0,0,19,4.0,4.0,DEF,Wolves,Wes Okoduwa
712,0,0.0,0.0,0,18,4.0,4.0,DEF,Bournemouth,Matai Akinmboni
713,3,0.17,0.38,9,18,4.0,3.9,DEF,Bournemouth,Julio Soler
714,30,1.67,2.4,507,18,5.5,5.5,MID,Brighton,Diego Gómez
715,-1,-0.06,0.24,158,18,4.0,4.0,DEF,Ipswich,Ben Godfrey
716,17,0.94,1.8,540,18,4.5,4.1,GK,Spurs,Antonín Kinsky
717,0,0.0,0.0,0,18,4.5,4.5,MID,Spurs,Min-Hyeok Yang
718,14,0.78,1.4,478,18,4.0,4.0,DEF,Southampton,Welington Damascena Santos
719,2,0.11,0.32,12,18,4.0,4.0,DEF,Southampton,Joachim Kayi-Sanda
720,45,2.5,2.38,1410,18,4.0,4.0,DEF,Wolves,Emmanuel Agbadou
721,0,0.0,0.0,0,18,4.0,4.0,GK,Nott'm Forest,Wayne Hennessey
722,0,0.0,0.0,0,18,4.5,4.5,FWD,Bournemouth,Daniel Adu-Adjei
723,0,0.0,0.0,0,18,4.5,4.5,MID,Bournemouth,Dominic Sadi
724,0,0.0,0.0,0,19,4.5,4.5,FWD,Everton,Martin Sherif
725,34,2.0,2.72,296,17,5.5,5.3,MID,Aston Villa,Donyell Malen
726,1,0.06,0.43,107,17,4.0,4.0,DEF,Leicester,Woyo Coulibaly
727,0,0.0,0.0,0,17,4.0,4.0,GK,Bournemouth,Callan McKenna
728,1,0.06,0.24,1,17,4.5,4.5,MID,Bournemouth,Zain Silcott-Duberry
729,0,0.0,0.0,0,17,4.5,4.5,MID,Spurs,Damola Ajayi
730,22,1.38,2.83,138,16,5.0,4.7,MID,Crystal Palace,Romain Esse
731,8,0.5,0.63,316,16,4.5,4.5,DEF,Aston Villa,Andrés García
732,14,0.88,2.09,503,16,5.0,5.0,DEF,Man City,Abdukodir Khusanov
733,1,0.06,0.25,1,16,4.5,4.5,DEF,Man City,Vitor de Oliveira Nunes dos Reis
734,6,0.38,0.72,141,16,5.0,4.9,MID,Southampton,Albert Grønbæk
735,104,6.5,3.5,0,16,1.5,1.5,AM,Arsenal,Mikel Arteta
736,113,7.06,3.92,0,16,1.5,1.5,AM,Man City,Pep Guardiola
737,105,6.56,4.15,0,16,0.8,0.8,AM,Aston Villa,Unai Emery
738,82,5.12,5.35,0,16,1.1,1.1,AM,Bournemouth,Andoni Iraola
739,119,7.44,6.36,0,16,1.1,1.1,AM,Brighton,Fabian Hürzeler
740,94,5.88,4.15,0,16,1.5,1.5,AM,Chelsea,Enzo Maresca
741,128,8.0,5.94,0,16,0.8,0.8,AM,Crystal Palace,Oliver Glasner
742,137,8.06,6.36,0,17,0.5,0.5,AM,Everton,David Moyes
743,51,3.19,5.04,0,16,0.5,0.5,AM,Ipswich,Kieran McKenna
744,118,6.94,3.29,0,17,1.5,1.5,AM,Liverpool,Arne Slot
745,86,5.38,5.88,0,16,0.8,0.8,AM,Man Utd,Ruben Filipe Marques Diogo Amorim
746,97,6.06,4.95,0,16,1.5,1.5,AM,Newcastle,Eddie Howe
747,78,4.88,4.56,0,16,1.1,1.1,AM,Nott'm Forest,Nuno Herlander Simões Espírito Santo
748,38,2.38,3.44,0,16,0.5,0.5,AM,Southampton,Ivan Juric
749,58,3.62,4.29,0,16,1.1,1.1,AM,Spurs,Ange Postecoglou
750,84,5.25,5.4,0,16,0.5,0.5,AM,West Ham,Graham Potter
751,111,6.94,6.35,0,16,0.8,0.8,AM,Wolves,Vítor Manuel de Oliveira Lopes Pereira
752,116,7.25,5.23,0,16,0.8,0.8,AM,Brentford,Thomas Frank
753,94,5.88,7.16,0,16,1.1,1.1,AM,Fulham,Marco Alexandre Saraiva da Silva
754,48,3.0,4.62,0,16,0.5,0.5,AM,Leicester,Ruud van Nistelrooij
755,73,4.56,4.7,1174,16,7.0,7.4,FWD,Man City,Omar Marmoush
756,0,0.0,0.0,0,16,4.0,4.0,GK,Arsenal,Jack Porter
757,27,1.8,1.93,523,15,4.5,4.5,DEF,Brentford,Michael Kayode
758,0,0.0,0.0,0,15,4.5,4.5,MID,Brighton,Joe Knight
759,0,0.0,0.0,0,15,4.0,4.0,GK,Brentford,Julian Eyestone
760,0,0.0,0.0,0,15,4.0,4.0,DEF,Spurs,Dante Cassanova
761,0,0.0,0.0,0,15,4.0,4.0,GK,Man Utd,Elyh Harrison
762,44,3.14,4.49,740,14,6.0,6.0,MID,Aston Villa,Marco Asensio
763,1,0.07,0.27,19,14,4.5,4.5,DEF,Brighton,Eiran Cashin
764,22,1.57,1.28,1170,14,4.5,4.5,GK,Ipswich,Alex Palmer
765,31,2.21,1.67,760,14,6.0,6.0,MID,Man City,Nico González
766,18,1.29,2.52,840,14,4.5,4.5,DEF,Man Utd,Patrick Dorgu
767,16,1.14,1.61,842,14,4.5,4.4,DEF,Spurs,Kevin Danso
768,42,3.0,2.35,908,14,6.0,5.8,MID,Spurs,Mathys Tel
769,4,0.29,0.47,65,14,4.5,4.5,DEF,Wolves,Nasser Djiga
770,50,3.57,2.5,1077,14,5.0,5.0,MID,Wolves,Marshall Munetsi
771,1,0.07,0.27,7,14,4.5,4.5,MID,Chelsea,Mathis Amougou
772,13,0.93,0.83,251,14,5.0,5.0,MID,Fulham,Willian Borges da Silva
773,0,0.0,0.0,0,16,4.5,4.5,MID,Everton,Isaac Heath
774,0,0.0,0.0,0,14,4.0,4.0,DEF,Chelsea,Aaron Anselmino
775,0,0.0,0.0,0,14,4.5,4.5,MID,Everton,Coby Ebere
776,7,0.5,0.65,160,14,4.5,4.5,FWD,Man Utd,Chido Obi-Martin
777,2,0.14,0.53,166,14,4.0,4.0,DEF,Man Utd,Tyler Fredricson
778,0,0.0,0.0,0,14,4.5,4.5,MID,Man Utd,Jack Moorhouse
779,0,0.0,0.0,0,14,4.5,4.5,MID,Man Utd,Sékou Koné
780,0,0.0,0.0,0,13,4.5,4.5,FWD,Brentford,Iwan Morgan
781,1,0.08,0.28,1,13,4.5,4.5,FWD,Chelsea,Shumaira Mheuka
782,0,0.0,0.0,0,13,4.0,4.0,DEF,Chelsea,Ishé Samuels-Smith
783,0,0.0,0.0,0,13,4.0,4.0,GK,Man Utd,Hubert Graczyk
784,1,0.08,0.29,1,12,4.5,4.5,FWD,Wolves,Mateus Mané
785,1,0.09,0.3,5,11,6.0,5.8,MID,Man City,Claudio Echeverri
786,0,0.0,0.0,0,11,4.0,4.0,DEF,Brentford,Benjamin Fredrick
787,0,0.0,0.0,0,11,4.0,4.0,DEF,Chelsea,Genesis Antwi
788,0,0.0,0.0,0,11,4.0,4.0,GK,Man Utd,Dermot Mee
789,0,0.0,0.0,0,11,4.5,4.5,FWD,Newcastle,Sean Neave
790,0,0.0,0.0,0,9,4.5,4.5,MID,Arsenal,Jimi Gower
791,0,0.0,0.0,0,9,4.0,4.0,DEF,Brighton,Charlie Tasker
792,7,0.88,0.35,105,8,4.5,4.5,MID,Leicester,Jeremy Monga
793,0,0.0,0.0,0,7,4.5,4.5,MID,Arsenal,Jack Henry-Francis
794,0,0.0,0.0,0,7,4.0,4.0,DEF,Brighton,Freddie Simmonds
795,1,0.14,0.38,6,7,4.5,4.5,MID,Brighton,Harry Howell
796,1,0.14,0.38,1,7,4.0,4.0,DEF,Leicester,Olabade Aluko
797,4,0.57,0.53,21,7,4.5,4.5,MID,Leicester,Jake Evans
798,5,0.71,0.76,134,7,4.5,4.4,FWD,Southampton,Jay Robinson
799,0,0.0,0.0,0,6,4.0,4.0,DEF,Ipswich,Somto Boniface
800,0,0.0,0.0,0,5,4.5,4.5,MID,Ipswich,Tom Taylor
801,0,0.0,0.0,0,4,4.0,4.0,DEF,Arsenal,Brayden Clarke
802,0,0.0,,0,1,4.5,4.5,MID,Leicester,Sammy Braybrooke
803,0,0.0,,0,1,4.0,4.0,DEF,Everton,Reece Welch
804,0,0.0,,0,1,4.0,4.0,DEF,Southampton,Jayden Moore
