element,total_points,avg_points,std_points,total_minutes,games_played,start_price,end_price,position,team,name,next_week_points
617,30,3.75,3.24,539,8,6.0,5.9,FWD,Bournemouth,Francisco Evanilson de Lima Barbosa,7
618,36,4.5,3.46,448,8,5.5,5.5,MID,Brighton,Georginio Rutter,2
619,5,0.62,0.92,170,8,4.5,4.5,MID,Ipswich,Jens Cajuste,0
620,10,1.25,1.98,76,8,5.5,5.5,MID,Nott'm Forest,Ramón Sosa,1
621,9,1.12,2.03,118,8,6.5,6.1,MID,Chelsea,João Félix Sequeira,0
622,10,1.25,0.71,341,8,5.0,5.0,MID,Fulham,Sander Berge,2
623,16,2.0,1.41,528,8,5.0,5.0,MID,Southampton,Mateus Gonçalo Espanha Fernandes,2
624,0,0.0,0.0,0,8,4.0,4.0,GK,Everton,Asmir Begovic,0
625,13,1.62,0.52,468,8,6.5,6.5,MID,Man City,Ilkay Gündogan,5
626,0,0.0,0.0,0,8,4.5,4.5,DEF,Man City,Issa Kaboré,0
627,0,0.0,0.0,90,8,4.0,4.0,DEF,Everton,Roman Dixon,0
628,13,1.86,2.85,299,7,4.5,4.5,DEF,Brighton,Ferdi Kadioglu,6
629,0,0.0,0.0,0,7,5.5,5.5,MID,Brighton,Matt O'Riley,0
630,10,1.43,2.51,512,7,4.0,4.0,DEF,Ipswich,Dara O'Shea,2
631,12,1.71,1.5,318,7,5.5,5.5,MID,Ipswich,Jack Clarke,1
632,7,1.0,0.82,237,7,5.0,5.0,MID,Ipswich,Chiedozie Ogbene,0
633,11,1.57,2.94,199,7,6.0,6.0,MID,Arsenal,Mikel Merino,1
634,0,0.0,0.0,0,7,5.0,4.9,MID,Brentford,Gustavo Nunes Fernandes Gomes,0
635,6,0.86,0.69,167,7,5.0,4.9,MID,Leicester,Bilal El Khannouss,1
636,1,0.14,0.38,18,7,7.0,6.8,MID,Liverpool,Federico Chiesa,0
637,0,0.0,0.0,0,7,4.0,4.0,DEF,Wolves,Bastien Meupiyou,0
638,0,0.0,0.0,0,7,4.5,4.5,MID,Arsenal,Salah-Eddine Oulad M'hand,0
639,0,0.0,0.0,0,7,4.5,4.5,GK,Arsenal,Tommy Setford,0
640,0,0.0,0.0,0,7,4.0,4.0,DEF,Aston Villa,Sil Swinkels,0
641,0,0.0,0.0,0,7,4.0,4.0,GK,Aston Villa,Oliwier Zych,0
642,8,1.14,0.38,362,7,5.0,5.0,MID,Wolves,André Trindade da Costa Neto,0
643,0,0.0,0.0,0,7,4.0,4.0,DEF,West Ham,Kaelan Casey,0
644,0,0.0,0.0,0,7,4.5,4.5,MID,Crystal Palace,Franco Umeh-Chibueze,0
645,0,0.0,0.0,0,7,4.5,4.5,MID,Crystal Palace,Justin Devenny,0
646,1,0.14,0.38,2,7,4.5,4.5,MID,Crystal Palace,Asher Agbinone,0
647,0,0.0,0.0,0,7,4.5,4.5,MID,Crystal Palace,Kaden Rodney,0
648,0,0.0,0.0,0,7,4.5,4.5,FWD,Man Utd,Ethan Wheatley,0
649,0,0.0,0.0,0,6,4.0,4.0,DEF,Brentford,Jayden Meghoma,0
650,19,3.17,1.72,540,6,4.5,4.5,DEF,Crystal Palace,Maxence Lacroix,1
651,8,1.33,0.52,273,6,5.0,5.0,MID,Everton,Orel Mangala,2
652,4,0.67,0.52,104,6,5.0,4.9,MID,Man Utd,Manuel Ugarte,1
653,5,0.83,0.41,65,6,4.5,4.5,DEF,Nott'm Forest,Felipe Rodrigues da Silva,0
654,3,0.5,0.55,195,6,5.0,5.0,MID,West Ham,Carlos Soler,1
655,4,0.67,0.52,181,6,5.5,5.5,MID,Wolves,Carlos Roberto Forbs Borges,0
656,0,0.0,0.0,0,6,4.5,4.5,MID,Aston Villa,Kadan Young,0
657,0,0.0,0.0,0,6,4.0,4.0,DEF,Arsenal,Maldini Kacurri,0
658,0,0.0,0.0,0,6,4.0,4.0,DEF,Arsenal,Ayden Heaven,0
659,0,0.0,0.0,0,6,4.5,4.5,MID,Arsenal,Ismeal Kabia,0
660,1,0.2,0.45,11,5,4.0,4.0,GK,Liverpool,Vítezslav Jaros,0
661,0,0.0,0.0,0,5,4.5,4.5,MID,Brentford,Tony Yogane,0
662,0,0.0,0.0,0,4,4.0,4.0,DEF,Arsenal,Josh Nichols,0
663,0,0.0,0.0,0,4,4.0,4.0,DEF,Brighton,Imari Samuels,0
664,0,0.0,0.0,0,4,4.0,4.0,DEF,Wolves,Alfie Pond,0
665,0,0.0,0.0,0,3,4.5,4.5,FWD,Arsenal,Nathan Butler-Oyedeji,0
666,0,0.0,0.0,0,3,4.0,4.0,DEF,Crystal Palace,Caleb Kporha,0
667,0,0.0,0.0,0,2,4.5,4.5,MID,Man Utd,Jack Fletcher,0
668,0,0.0,,0,1,4.0,4.0,GK,Brighton,Killian Cahill,0
669,0,0.0,,0,1,4.0,4.0,GK,Liverpool,Harvey Davies,0
670,0,0.0,,0,1,4.0,4.0,DEF,Man Utd,Harry Amass,0
