element,total_points,avg_points,std_points,total_minutes,games_played,start_price,end_price,position,team,name,next_week_points
611,53,1.56,2.31,976,34,6.0,5.7,MID,Ipswich,Sam Szmodics,0
612,19,0.56,0.86,532,34,5.5,5.3,MID,Spurs,Wilson Odobert,10
613,6,0.18,0.39,174,34,4.5,4.5,MID,Man Utd,Toby Collyer,0
614,0,0.0,0.0,0,34,4.5,4.5,MID,Everton,Jenson Metcalfe,0
615,0,0.0,0.0,0,34,4.0,3.9,GK,Brighton,Carl Rushworth,0
616,0,0.0,0.0,0,34,4.0,4.0,DEF,Leicester,Ben Nelson,0
617,116,3.52,3.7,1969,33,6.0,5.8,FWD,Bournemouth,Francisco Evanilson de Lima Barbosa,6
618,95,2.88,2.68,1651,33,5.5,5.0,MID,Brighton,Georginio Rutter,0
619,54,1.64,1.6,1776,33,4.5,4.5,MID,Ipswich,Jens Cajuste,1
620,24,0.73,1.15,256,33,5.5,5.5,MID,Nott'm Forest,Ramón Sosa,1
621,24,0.73,1.53,362,33,6.5,5.9,MID,Chelsea,João Félix Sequeira,0
622,49,1.48,1.06,2016,33,5.0,5.0,MID,Fulham,Sander Berge,1
623,83,2.52,2.17,2585,33,5.0,5.0,MID,Southampton,Mateus Gonçalo Espanha Fernandes,1
624,0,0.0,0.0,0,33,4.0,4.0,GK,Everton,Asmir Begovic,0
625,74,2.24,1.75,1961,33,6.5,6.3,MID,Man City,Ilkay Gündogan,3
626,0,0.0,0.0,0,33,4.5,4.5,DEF,Man City,Issa Kaboré,0
627,0,0.0,0.0,90,33,4.0,4.0,DEF,Everton,Roman Dixon,0
628,19,0.59,1.78,385,32,4.5,4.4,DEF,Brighton,Ferdi Kadioglu,0
629,37,1.16,1.9,750,32,5.5,5.5,MID,Brighton,Matt O'Riley,2
630,44,1.38,1.62,2762,32,4.0,3.9,DEF,Ipswich,Dara O'Shea,1
631,48,1.5,1.24,1016,32,5.5,5.4,MID,Ipswich,Jack Clarke,1
632,7,0.22,0.55,237,32,5.0,4.8,MID,Ipswich,Chiedozie Ogbene,0
633,85,2.66,3.32,1391,32,6.0,6.1,MID,Arsenal,Mikel Merino,1
634,2,0.06,0.25,2,32,5.0,4.9,MID,Brentford,Gustavo Nunes Fernandes Gomes,1
635,69,2.16,2.69,1916,32,5.0,4.8,MID,Leicester,Bilal El Khannouss,6
636,4,0.12,0.34,33,32,7.0,6.8,MID,Liverpool,Federico Chiesa,1
637,0,0.0,0.0,0,32,4.0,3.9,DEF,Wolves,Bastien Meupiyou,0
638,0,0.0,0.0,0,32,4.5,4.5,MID,Arsenal,Salah-Eddine Oulad M'hand,0
639,0,0.0,0.0,0,32,4.5,4.5,GK,Arsenal,Tommy Setford,0
640,0,0.0,0.0,0,32,4.0,4.0,DEF,Aston Villa,Sil Swinkels,0
641,0,0.0,0.0,0,32,4.0,4.0,GK,Aston Villa,Oliwier Zych,0
642,54,1.69,0.86,2170,32,5.0,5.0,MID,Wolves,André Trindade da Costa Neto,2
643,1,0.03,0.18,1,32,4.0,4.0,DEF,West Ham,Kaelan Casey,0
644,0,0.0,0.0,0,32,4.5,4.4,MID,Crystal Palace,Franco Umeh-Chibueze,0
645,28,0.88,1.41,418,32,4.5,4.5,MID,Crystal Palace,Justin Devenny,0
646,2,0.06,0.25,4,32,4.5,4.5,MID,Crystal Palace,Asher Agbinone,0
647,0,0.0,0.0,0,32,4.5,4.5,MID,Crystal Palace,Kaden Rodney,0
648,0,0.0,0.0,0,32,4.5,4.5,FWD,Man Utd,Ethan Wheatley,0
649,1,0.03,0.18,4,31,4.0,4.0,DEF,Brentford,Jayden Meghoma,0
650,103,3.32,3.06,2756,31,4.5,4.5,DEF,Crystal Palace,Maxence Lacroix,2
651,39,1.26,1.5,1257,31,5.0,5.0,MID,Everton,Orel Mangala,0
652,44,1.42,1.63,1609,31,5.0,4.9,MID,Man Utd,Manuel Ugarte,4
653,36,1.16,1.93,785,31,4.5,4.5,DEF,Nott'm Forest,Felipe Rodrigues da Silva,0
654,45,1.45,1.75,1336,31,5.0,5.0,MID,West Ham,Carlos Soler,1
655,9,0.29,0.46,236,31,5.5,5.4,MID,Wolves,Carlos Roberto Forbs Borges,0
656,0,0.0,0.0,0,31,4.5,4.4,MID,Aston Villa,Kadan Young,0
657,0,0.0,0.0,0,31,4.0,4.0,DEF,Arsenal,Maldini Kacurri,0
658,2,0.06,0.25,95,31,4.0,4.0,DEF,Arsenal,Ayden Heaven,0
659,0,0.0,0.0,0,31,4.5,4.5,MID,Arsenal,Ismeal Kabia,0
660,1,0.03,0.18,11,30,4.0,4.0,GK,Liverpool,Vítezslav Jaros,0
661,0,0.0,0.0,0,30,4.5,4.5,MID,Brentford,Tony Yogane,0
662,0,0.0,0.0,0,29,4.0,4.0,DEF,Arsenal,Josh Nichols,0
663,0,0.0,0.0,0,29,4.0,4.0,DEF,Brighton,Imari Samuels,0
664,1,0.03,0.19,1,29,4.0,3.9,DEF,Wolves,Alfie Pond,0
665,1,0.04,0.19,6,28,4.5,4.5,FWD,Arsenal,Nathan Butler-Oyedeji,0
666,2,0.07,0.26,11,28,4.0,4.0,DEF,Crystal Palace,Caleb Kporha,0
667,0,0.0,0.0,0,27,4.5,4.5,MID,Man Utd,Jack Fletcher,0
668,0,0.0,0.0,0,26,4.0,3.9,GK,Brighton,Killian Cahill,0
669,0,0.0,0.0,0,26,4.0,4.0,GK,Liverpool,Harvey Davies,0
670,3,0.12,0.43,165,26,4.0,4.0,DEF,Man Utd,Harry Amass,0
671,0,0.0,0.0,0,25,4.5,4.5,MID,Man City,Jacob Wright,0
672,1,0.04,0.2,95,25,4.0,4.0,DEF,Man City,Jahmai Simpson-Pusey,0
673,0,0.0,0.0,0,25,4.5,4.5,MID,Man Utd,Jayce Fitzgerald,0
674,8,0.32,0.48,112,25,4.5,4.5,MID,Brentford,Paris Maghoma,0
675,0,0.0,0.0,0,24,4.0,4.0,DEF,Man City,Josh Wilson-Esbrand,0
676,0,0.0,0.0,0,24,4.5,4.5,FWD,Crystal Palace,Zach Marsh,0
677,27,1.12,1.78,588,24,4.0,4.0,DEF,West Ham,Ollie Scarles,0
678,0,0.0,0.0,0,24,4.5,4.5,MID,Everton,Callum Bates,0
679,0,0.0,0.0,0,23,4.5,4.5,MID,Aston Villa,Ben Broggio,0
680,0,0.0,0.0,0,23,4.0,4.0,DEF,Bournemouth,Max Kinsey,0
681,0,0.0,0.0,0,23,4.0,4.0,DEF,Brighton,Ruairi McConville,0
682,0,0.0,0.0,0,23,4.5,4.5,MID,Wolves,Tom Edozie,0
683,0,0.0,0.0,0,23,4.5,4.5,MID,Spurs,Callum Olusesi,0
684,0,0.0,0.0,0,23,4.0,4.0,DEF,Spurs,Malachi Hardy,0
685,0,0.0,0.0,0,22,4.0,4.0,DEF,Brighton,Jacob Slater,0
686,0,0.0,0.0,0,22,4.0,4.0,DEF,West Ham,Ezra Mayers,0
687,3,0.14,0.35,21,22,4.5,4.5,MID,Bournemouth,Ben Winterburn,0
688,0,0.0,0.0,0,22,4.5,4.5,MID,Liverpool,Treymaurice Nyoni,0
689,0,0.0,0.0,0,22,4.5,4.5,MID,Spurs,Luca Williams-Barnett,0
690,0,0.0,0.0,0,22,4.0,4.0,DEF,Fulham,Samuel Amissah,0
691,0,0.0,0.0,0,21,4.0,4.0,DEF,Man Utd,Godwill Kukonki,0
692,0,0.0,0.0,0,21,4.0,4.0,DEF,Liverpool,Amara Nallo,0
693,0,0.0,0.0,0,21,4.5,4.5,MID,Southampton,Joseph O'Brien-Whitmarsh,0
694,0,0.0,0.0,0,19,4.5,4.5,MID,Leicester,Henry Cartwright,0
695,0,0.0,0.0,0,19,4.5,4.5,MID,Chelsea,Samuel Rak-Sakyi,0
696,14,0.74,1.59,97,19,4.5,4.5,MID,Chelsea,Tyrique George,0
697,4,0.21,0.54,168,19,4.0,4.0,DEF,Chelsea,Josh Acheampong,0
698,1,0.05,0.23,27,19,4.5,4.5,FWD,Man City,Divin Mubama,0
699,1,0.05,0.23,13,19,4.0,4.0,DEF,Spurs,Alfie Dorrington,0
700,0,0.0,0.0,0,19,4.0,4.0,DEF,Spurs,Maeson King,0
701,2,0.11,0.32,47,19,4.5,4.5,MID,West Ham,Lewis Orford,0
702,0,0.0,0.0,0,17,4.0,4.0,DEF,Bournemouth,Archie Harris,0
703,0,0.0,0.0,0,17,4.0,4.0,DEF,Man City,Max Alleyne,0
704,0,0.0,0.0,0,17,4.0,4.0,GK,Man City,Spike Brits,0
705,0,0.0,0.0,0,17,4.0,4.0,DEF,Brentford,Benjamin Arthur,0
706,0,0.0,0.0,0,16,4.0,4.0,DEF,Nott'm Forest,Zach Abbott,0
707,1,0.06,0.25,1,16,4.5,4.5,FWD,Bournemouth,Remy Rees-Dottin,0
708,0,0.0,0.0,0,16,4.0,4.0,DEF,Leicester,Thomas Wilson-Brown,0
709,1,0.06,0.24,10,17,4.5,4.5,FWD,Liverpool,Jayden Danns,0
710,0,0.0,0.0,0,15,4.5,4.5,MID,Aston Villa,Jamaldeen Jimoh,0
711,0,0.0,0.0,0,15,4.0,4.0,DEF,Wolves,Wes Okoduwa,0
712,0,0.0,0.0,0,14,4.0,4.0,DEF,Bournemouth,Matai Akinmboni,0
713,1,0.07,0.27,1,14,4.0,3.9,DEF,Bournemouth,Julio Soler,0
714,16,1.14,0.66,434,14,5.5,5.5,MID,Brighton,Diego Gómez,1
715,-1,-0.07,0.27,158,14,4.0,4.0,DEF,Ipswich,Ben Godfrey,0
716,12,0.86,1.92,360,14,4.5,4.1,GK,Spurs,Antonín Kinsky,0
717,0,0.0,0.0,0,14,4.5,4.5,MID,Spurs,Min-Hyeok Yang,0
718,6,0.43,0.51,211,14,4.0,4.0,DEF,Southampton,Welington Damascena Santos,0
719,0,0.0,0.0,0,14,4.0,4.0,DEF,Southampton,Joachim Kayi-Sanda,0
720,35,2.5,2.59,1050,14,4.0,4.0,DEF,Wolves,Emmanuel Agbadou,2
721,0,0.0,0.0,0,14,4.0,4.0,GK,Nott'm Forest,Wayne Hennessey,0
722,0,0.0,0.0,0,14,4.5,4.5,FWD,Bournemouth,Daniel Adu-Adjei,0
723,0,0.0,0.0,0,14,4.5,4.5,MID,Bournemouth,Dominic Sadi,0
724,0,0.0,0.0,0,15,4.5,4.5,FWD,Everton,Martin Sherif,0
725,31,2.38,3.01,267,13,5.5,5.3,MID,Aston Villa,Donyell Malen,1
726,1,0.08,0.49,107,13,4.0,4.0,DEF,Leicester,Woyo Coulibaly,0
727,0,0.0,0.0,0,13,4.0,4.0,GK,Bournemouth,Callan McKenna,0
728,1,0.08,0.28,1,13,4.5,4.5,MID,Bournemouth,Zain Silcott-Duberry,0
729,0,0.0,0.0,0,13,4.5,4.5,MID,Spurs,Damola Ajayi,0
730,11,0.92,2.27,32,12,5.0,4.7,MID,Crystal Palace,Romain Esse,0
731,8,0.67,0.65,316,12,4.5,4.5,DEF,Aston Villa,Andrés García,0
732,14,1.17,2.37,503,12,5.0,5.0,DEF,Man City,Abdukodir Khusanov,0
733,1,0.08,0.29,1,12,4.5,4.5,DEF,Man City,Vitor de Oliveira Nunes dos Reis,0
734,6,0.5,0.8,141,12,5.0,4.9,MID,Southampton,Albert Grønbæk,0
735,81,6.75,3.6,0,12,1.5,1.5,AM,Arsenal,Mikel Arteta,1
736,80,6.67,4.36,0,12,1.5,1.5,AM,Man City,Pep Guardiola,9
737,77,6.42,4.17,0,12,0.8,0.8,AM,Aston Villa,Unai Emery,9
738,53,4.42,4.17,0,12,1.1,1.1,AM,Bournemouth,Andoni Iraola,18
739,71,5.92,6.24,0,12,1.1,1.1,AM,Brighton,Fabian Hürzeler,9
740,67,5.58,4.19,0,12,1.5,1.5,AM,Chelsea,Enzo Maresca,9
741,90,7.5,6.86,0,12,0.8,0.8,AM,Crystal Palace,Oliver Glasner,9
742,94,7.23,6.48,0,13,0.5,0.5,AM,Everton,David Moyes,5
743,45,3.75,5.63,0,12,0.5,0.5,AM,Ipswich,Kieran McKenna,5
744,106,8.15,2.61,0,13,1.5,1.5,AM,Liverpool,Arne Slot,1
745,63,5.25,4.67,0,12,0.8,0.8,AM,Man Utd,Ruben Filipe Marques Diogo Amorim,3
746,83,6.92,4.91,0,12,1.5,1.5,AM,Newcastle,Eddie Howe,4
747,61,5.08,5.02,0,12,1.1,1.1,AM,Nott'm Forest,Nuno Herlander Simões Espírito Santo,4
748,27,2.25,3.11,0,12,0.5,0.5,AM,Southampton,Ivan Juric,0
749,53,4.42,4.62,0,12,1.1,1.1,AM,Spurs,Ange Postecoglou,4
750,60,5.0,5.88,0,12,0.5,0.5,AM,West Ham,Graham Potter,4
751,100,8.33,6.44,0,12,0.8,0.8,AM,Wolves,Vítor Manuel de Oliveira Lopes Pereira,0
752,91,7.58,5.73,0,12,0.8,0.8,AM,Brentford,Thomas Frank,10
753,84,7.0,7.7,0,12,1.1,1.1,AM,Fulham,Marco Alexandre Saraiva da Silva,0
754,18,1.5,3.53,0,12,0.5,0.5,AM,Leicester,Ruud van Nistelrooij,10
755,60,5.0,5.15,915,12,7.0,7.7,FWD,Man City,Omar Marmoush,2
756,0,0.0,0.0,0,12,4.0,4.0,GK,Arsenal,Jack Porter,0
757,13,1.18,1.66,206,11,4.5,4.5,DEF,Brentford,Michael Kayode,5
758,0,0.0,0.0,0,11,4.5,4.5,MID,Brighton,Joe Knight,0
759,0,0.0,0.0,0,11,4.0,4.0,GK,Brentford,Julian Eyestone,0
760,0,0.0,0.0,0,11,4.0,4.0,DEF,Spurs,Dante Cassanova,0
761,0,0.0,0.0,0,11,4.0,4.0,GK,Man Utd,Elyh Harrison,0
762,37,3.7,5.25,477,10,6.0,6.2,MID,Aston Villa,Marco Asensio,1
763,1,0.1,0.32,19,10,4.5,4.5,DEF,Brighton,Eiran Cashin,0
764,17,1.7,1.34,900,10,4.5,4.5,GK,Ipswich,Alex Palmer,1
765,21,2.1,1.29,648,10,6.0,6.0,MID,Man City,Nico González,1
766,8,0.8,2.25,584,10,4.5,4.5,DEF,Man Utd,Patrick Dorgu,0
767,12,1.2,1.87,482,10,4.5,4.4,DEF,Spurs,Kevin Danso,2
768,30,3.0,2.62,556,10,6.0,5.8,MID,Spurs,Mathys Tel,4
769,4,0.4,0.52,20,10,4.5,4.5,DEF,Wolves,Nasser Djiga,0
770,36,3.6,2.12,788,10,5.0,5.0,MID,Wolves,Marshall Munetsi,2
771,1,0.1,0.32,7,10,4.5,4.5,MID,Chelsea,Mathis Amougou,0
772,11,1.1,0.88,221,10,5.0,5.0,MID,Fulham,Willian Borges da Silva,1
773,0,0.0,0.0,0,12,4.5,4.5,MID,Everton,Isaac Heath,0
774,0,0.0,0.0,0,10,4.0,4.0,DEF,Chelsea,Aaron Anselmino,0
775,0,0.0,0.0,0,10,4.5,4.5,MID,Everton,Coby Ebere,0
776,4,0.4,0.52,61,10,4.5,4.5,FWD,Man Utd,Chido Obi-Martin,2
777,2,0.2,0.63,90,10,4.0,4.0,DEF,Man Utd,Tyler Fredricson,0
778,0,0.0,0.0,0,10,4.5,4.5,MID,Man Utd,Jack Moorhouse,0
779,0,0.0,0.0,0,10,4.5,4.5,MID,Man Utd,Sékou Koné,0
780,0,0.0,0.0,0,9,4.5,4.5,FWD,Brentford,Iwan Morgan,0
781,1,0.11,0.33,1,9,4.5,4.5,FWD,Chelsea,Shumaira Mheuka,0
782,0,0.0,0.0,0,9,4.0,4.0,DEF,Chelsea,Ishé Samuels-Smith,0
783,0,0.0,0.0,0,9,4.0,4.0,GK,Man Utd,Hubert Graczyk,0
784,0,0.0,0.0,0,8,4.5,4.5,FWD,Wolves,Mateus Mané,0
785,0,0.0,0.0,0,7,6.0,5.9,MID,Man City,Claudio Echeverri,0
786,0,0.0,0.0,0,7,4.0,4.0,DEF,Brentford,Benjamin Fredrick,0
787,0,0.0,0.0,0,7,4.0,4.0,DEF,Chelsea,Genesis Antwi,0
788,0,0.0,0.0,0,7,4.0,4.0,GK,Man Utd,Dermot Mee,0
789,0,0.0,0.0,0,7,4.5,4.5,FWD,Newcastle,Sean Neave,0
790,0,0.0,0.0,0,5,4.5,4.5,MID,Arsenal,Jimi Gower,0
791,0,0.0,0.0,0,5,4.0,4.0,DEF,Brighton,Charlie Tasker,0
792,3,0.75,0.5,28,4,4.5,4.5,MID,Leicester,Jeremy Monga,1
793,0,0.0,0.0,0,3,4.5,4.5,MID,Arsenal,Jack Henry-Francis,0
794,0,0.0,0.0,0,3,4.0,4.0,DEF,Brighton,Freddie Simmonds,0
795,0,0.0,0.0,0,3,4.5,4.5,MID,Brighton,Harry Howell,0
796,0,0.0,0.0,0,3,4.0,4.0,DEF,Leicester,Olabade Aluko,0
797,1,0.33,0.58,1,3,4.5,4.5,MID,Leicester,Jake Evans,1
798,1,0.33,0.58,1,3,4.5,4.5,FWD,Southampton,Jay Robinson,1
799,0,0.0,0.0,0,2,4.0,4.0,DEF,Ipswich,Somto Boniface,0
800,0,0.0,,0,1,4.5,4.5,MID,Ipswich,Tom Taylor,0
